created_at,id,text,user_id,user_screen_name
Sat Jun 24 07:06:02 +0000 2017,878509505407062016,"RT @baharsesleri: Bir tarafta mazlum ve mağdur, diğer tarafta zulüm yapan ve zulme ortak olanlar. Mazlum kazanır, onlar ise kaybeder...http…",3385062173,muhkem43
Sat Jun 24 07:06:02 +0000 2017,878509505407062016,"RT @baharsesleri: Bir tarafta mazlum ve mağdur, diğer tarafta zulüm yapan ve zulme ortak olanlar. Mazlum kazanır, onlar ise kaybeder...http…",3385062173,muhkem43
Sat Jun 24 10:24:13 +0000 2017,878559379875921920,@Valentina7vale Bene mi piace,871828749238640641,95Jasp
Sat Jun 24 06:48:30 +0000 2017,878505092974071808,"RT @ProfElvanAktas: Tarihe geçecek ahmAKlar...😊😊😊
ByLock yalancısı şerefsiz @ismailsaymaz vb tetikçi projeler... https://t.co/xI5KN2YiMB",847888097358606336,abeguzelgunler
Sat Jun 24 07:25:36 +0000 2017,878514429528289280,RT @nessunaresa_: Babeáis en la discoteca hasta con las baldosas del suelo porque sois muy enamoradizos.,871415943100063744,Luka_Berserker
Sat Jun 24 07:25:36 +0000 2017,878514429528289280,RT @nessunaresa_: Babeáis en la discoteca hasta con las baldosas del suelo porque sois muy enamoradizos.,871415943100063744,Luka_Berserker
Sat Jun 24 11:01:36 +0000 2017,878568787708182528,Хто вгадає шлягер?!,395461418,viking_inc_
Sat Jun 24 10:43:39 +0000 2017,878564270417608704,"RT @HasanCucuk: Akın İpek: Bu dönem, aç kalma korkusuyla herkese havlayan sokak köpeklerinin dönemi https://t.co/gRrJwaPGvU",847037182292430853,Mustafa35348548
Sat Jun 24 10:43:39 +0000 2017,878564270417608704,"RT @HasanCucuk: Akın İpek: Bu dönem, aç kalma korkusuyla herkese havlayan sokak köpeklerinin dönemi https://t.co/gRrJwaPGvU",847037182292430853,Mustafa35348548
Sat Jun 24 10:43:52 +0000 2017,878564324947533824,"RT @AmyMek: WARNING TO PARENTS‼️ 

Former CIA Station Chief, Brad Johnson warns 👉🏻 ISIS's latest magazine instructs Jihadists t… ",1290498072,The_D_Panther
Sat Jun 24 10:43:52 +0000 2017,878564324947533824,"RT @AmyMek: WARNING TO PARENTS‼️ 

Former CIA Station Chief, Brad Johnson warns 👉🏻 ISIS's latest magazine instructs Jihadists t… ",1290498072,The_D_Panther
Sat Jun 24 10:07:16 +0000 2017,878555114277142528,RT @menudajudiada: Pedro Varela: El Dinero como Sistema de Esclavitud https://t.co/N9zHT3kGsT,4163120771,JCC1492
Sat Jun 24 10:07:16 +0000 2017,878555114277142528,RT @menudajudiada: Pedro Varela: El Dinero como Sistema de Esclavitud https://t.co/N9zHT3kGsT,4163120771,JCC1492
